0,-0.34208
0.01,-1.0734
0.02,-0.30655
0.03,-0.15731
0.04,-1.0423
0.05,-0.45314
0.06,-0.54515
0.07,-0.3318
0.08,-1.5957
0.09,-0.82249
0.1,-0.86563
0.11,-1.0209
0.12,-1.6248
0.13,-0.86188
0.14,-0.97156
0.15,0.18032
0.16,-0.85759
0.17,-1.2229
0.18,-0.99626
0.19,-0.1844
0.2,0.16576
0.21,0.17688
0.22,-0.16485
0.23,0.28522
0.24,1.0808
0.25,0.60718
0.26,0.28819
0.27,0.15241
0.28,-0.76273
0.29,-1.012
0.3,-0.34779
0.31,0.80476
0.32,-0.17419
0.33,0.94493
0.34,0.32721
0.35,-0.78148
0.36,-0.42528
0.37,-0.66367
0.38,0.021166
0.39,-0.79254
0.4,-0.6815
0.41,-0.23239
0.42,-1.0331
0.43,0.27378
0.44,0.55104
0.45,-0.68512
0.46,0.53061
0.47,0.50956
0.48,0.28814
0.49,0.24096
0.5,0.26679
0.51,0.69644
0.52,1.1905
0.53,1.3518
0.54,0.66863
0.55,0.97694
0.56,0.76073
0.57,0.39013
0.58,0.0087867
0.59,0.25041
0.6,1.078
0.61,1.1451
0.62,1.012
0.63,0.85037
0.64,0.2411
0.65,-0.11836
0.66,-0.35146
0.67,0.88747
0.68,-0.34099
0.69,-0.41291
0.7,0.58768
0.71,0.72224
0.72,1.2288
0.73,0.22331
0.74,1.0001
0.75,-0.13956
0.76,-1.0411
0.77,0.34214
0.78,-0.31881
0.79,-0.55082
0.8,-0.81156
0.81,-0.55351
0.82,-0.93845
0.83,-0.92291
0.84,0.36106
0.85,-0.023747
0.86,-1.2068
0.87,-1.7543
0.88,-0.77547
0.89,-1.0775
0.9,0.34028
0.91,-0.36903
0.92,-0.056248
0.93,-0.80814
0.94,-0.83605
0.95,-0.18114
0.96,-0.50115
0.97,-0.96652
0.98,0.24318
0.99,0.38319
1,1.0627
1.01,0.39522
1.02,0.22495
1.03,0.57982
1.04,0.50381
1.05,-1.0774
1.06,-0.22789
1.07,0.20415
1.08,0.018929
1.09,-0.25108
1.1,0.10947
1.11,-0.079937
1.12,0.14898
1.13,0.66001
1.14,-0.028084
1.15,-1.1733
1.16,-0.37764
1.17,-0.43009
1.18,-0.2714
1.19,-0.48917
1.2,0.11138
1.21,0.92137
1.22,0.036811
1.23,0.92877
1.24,0.10795
1.25,-0.11689
1.26,0.46643
1.27,0.31201
1.28,0.0092849
1.29,0.93607
1.3,0.65708
1.31,1.1416
1.32,0.49609
1.33,-0.46521
1.34,-0.014178
1.35,0.42729
1.36,0.74177
1.37,1.0826
1.38,0.58698
1.39,1.402
1.4,1.1274
1.41,1.3783
1.42,0.20163
1.43,0.40984
1.44,1.2642
1.45,0.19101
1.46,-0.3653
1.47,0.33238
1.48,0.67795
1.49,0.62423
1.5,1.0482
1.51,0.86256
1.52,0.40243
1.53,0.43371
1.54,-0.44301
1.55,-0.72384
1.56,-0.88167
1.57,0.059413
1.58,-0.50209
1.59,-0.96859
1.6,0.051568
1.61,-0.50695
1.62,-0.90156
1.63,-1.0027
1.64,-1.171
1.65,-1.4318
1.66,-1.0555
1.67,-0.10611
1.68,-0.49762
1.69,-0.77431
1.7,0.10195
1.71,-0.91446
1.72,-0.8899
1.73,-0.18335
1.74,-0.4756
1.75,0.91743
1.76,-0.72122
1.77,0.74781
1.78,0.3607
1.79,0.03259
1.8,0.79118
1.81,0.60801
1.82,-0.45561
1.83,-1.0134
1.84,-0.2012
1.85,-0.63819
1.86,-0.68717
1.87,-0.39889
1.88,0.51477
1.89,0.88189
1.9,-0.91011
1.91,-0.068261
1.92,-0.21629
1.93,-0.45933
1.94,-1.5393
1.95,-1.2631
1.96,-0.4181
1.97,0.064103
1.98,0.26357
1.99,0.02349
2,-0.95074
2.01,-0.06058
2.02,0.3031
2.03,0.28234
2.04,0.17373
2.05,-0.16357
2.06,1.2782
2.07,-0.098269
2.08,1.604
2.09,2.2596
2.1,3.1096
2.11,2.9644
2.12,2.8476
2.13,2.8897
2.14,3.6508
2.15,2.8253
2.16,1.6501
2.17,0.99749
2.18,0.64228
2.19,1.1622
2.2,1.2272
2.21,1.1744
2.22,-0.062754
2.23,-1.0675
2.24,1.0238
2.25,0.34195
2.26,1.6724
2.27,0.78535
2.28,1.1327
2.29,0.43578
2.3,0.37203
2.31,-1.184
2.32,-0.51501
2.33,-0.17188
2.34,-1.2745
2.35,-0.72112
2.36,-1.4145
2.37,-0.30571
2.38,-0.84139
2.39,-0.89176
2.4,-0.86248
2.41,-1.3326
2.42,-0.51574
2.43,-0.77191
2.44,-1.1671
2.45,-0.60658
2.46,0.25788
2.47,-0.46288
2.48,-0.73752
2.49,-0.18954
2.5,0.20819
2.51,-0.28792
2.52,-0.28769
2.53,-0.48238
2.54,-0.023895
2.55,1.2093
2.56,0.13933
2.57,0.50696
2.58,0.31355
2.59,-0.46263
2.6,-0.89314
2.61,-0.93388
2.62,-1.3173
2.63,-0.71426
2.64,-0.98435
2.65,-0.53667
2.66,0.12421
2.67,-0.32072
2.68,0.20014
2.69,-1.2522
2.7,-0.9853
2.71,-0.75063
2.72,-0.2938
2.73,0.26675
2.74,0.10405
2.75,-0.3039
2.76,-0.33239
2.77,0.75155
2.78,1.3237
2.79,0.548
2.8,-0.37827
2.81,0.39871
2.82,0.33234
2.83,-0.13751
2.84,0.054765
2.85,0.37952
2.86,0.68029
2.87,0.63331
2.88,0.11322
2.89,0.058168
2.9,-0.22425
2.91,0.7994
2.92,1.2141
2.93,0.35317
2.94,1.5334
2.95,2.4453
2.96,1.3517
2.97,0.72606
2.98,0.37008
2.99,2.04
3,0.25272
3.01,0.31837
3.02,0.070902
3.03,1.0381
3.04,1.5379
3.05,0.99506
3.06,1.0955
3.07,-0.24195
3.08,-0.9221
3.09,0.66232
3.1,-0.78947
3.11,-0.90705
3.12,-1.0591
3.13,-0.81493
3.14,-1.2235
3.15,-0.24978
3.16,-0.65233
3.17,-0.4863
3.18,-0.054863
3.19,-0.66987
3.2,-0.73505
3.21,-1.0753
3.22,0.18888
3.23,0.21078
3.24,-0.22209
3.25,0.74278
3.26,0.018321
3.27,-0.38929
3.28,0.053259
3.29,-0.6711
3.3,-1.0079
3.31,0.021792
3.32,0.78971
3.33,-0.26371
3.34,-0.65375
3.35,-0.27707
3.36,-0.48368
3.37,-1.461
3.38,-0.65816
3.39,-1.3135
3.4,-0.2402
3.41,-0.8666
3.42,-0.24619
3.43,0.416
3.44,0.20043
3.45,0.7653
3.46,0.97468
3.47,0.17003
3.48,-0.39381
3.49,-0.79905
3.5,0.1972
3.51,-0.10516
3.52,0.29498
3.53,0.18544
3.54,-0.44138
3.55,0.0084016
3.56,0.51002
3.57,0.50454
3.58,-0.080619
3.59,-0.5445
3.6,-0.77983
3.61,-0.095568
3.62,0.69167
3.63,0.69627
3.64,0.93657
3.65,-0.11324
3.66,0.38663
3.67,-0.12608
3.68,0.46654
3.69,2.0066
3.7,1.1946
3.71,1.8145
3.72,1.4955
3.73,1.2103
3.74,1.9771
3.75,1.7421
3.76,0.86475
3.77,0.34523
3.78,0.66574
3.79,0.77344
3.8,0.6268
3.81,0.088647
3.82,0.43326
3.83,0.49839
3.84,0.84232
3.85,0.021229
3.86,-0.60974
3.87,-1.4106
3.88,-0.93111
3.89,-0.93686
3.9,-1.3281
3.91,-0.47279
3.92,0.5894
3.93,-0.76997
3.94,-0.34591
3.95,-0.06353
3.96,-0.55784
3.97,-0.40311
3.98,-0.090275
3.99,-0.35062
4,-0.93598
4.01,-1.0097
4.02,0.32436
4.03,-0.30423
4.04,-1.0408
4.05,-0.94302
4.06,-1.3525
4.07,-0.73497
4.08,-0.50418
4.09,-0.30053
4.1,-0.1148
4.11,0.14364
4.12,-0.16133
4.13,-0.59747
4.14,-0.70592
4.15,-0.20937
4.16,0.14664
4.17,-0.53739
4.18,-1.176
4.19,-0.64187
4.2,0.1796
4.21,1.2659
4.22,-0.26273
4.23,1.2746
4.24,-0.42644
4.25,-0.12966
4.26,-0.84307
4.27,-1.2913
4.28,-0.49272
4.29,-0.15417
4.3,-0.34002
4.31,-0.48243
4.32,-0.0028052
4.33,-0.45989
4.34,-1.2144
4.35,1.0007
4.36,1.7369
4.37,1.6938
4.38,2.2587
4.39,3.4342
4.4,3.3794
4.41,3.0785
4.42,2.2893
4.43,2.451
4.44,0.98586
4.45,1.0489
4.46,0.96422
4.47,0.84397
4.48,1.801
4.49,2.2869
